局名,ppb
西部コミュニティセンター,8
国設大阪,14
茨木市役所,8
高石中学校,6
池田市立南畑会館,19
大東市役所,14
府立修徳学院,23
貝塚市消防署,10
島本町役場,9
富田林市役所,8
南海団地,34
泉南市役所,35
緑ケ丘小学校,13
三日市公民館,16
藤井寺市役所,14
岸和田中央公園,9
佐野中学校,19
泉大津市役所,16
豊能町役場,10
此花区役所,9
平尾小学校,12
野中小学校,10
桃谷中学校,11
大宮中学校,9
聖賢小学校,12
清江小学校,14
摂陽中学校,14
今宮中学校,12
九条南小学校,9
茨田北小学校,12
南港中央公園,9
出来島小学校,6
少林寺,13
浜寺,10
三宝,14
若松台,12
石津,12
登美丘,13
深井,11
美原,11
金岡南,7
高石消防署高師浜出張所,8
豊中市千成,9
豊中市千里,13
豊中市役所,8
吹田市垂水,9
吹田市北消防署,13
吹田市高野台,6
東大阪市西保健センター,6
東大阪市六万寺,15
東大阪市環境衛生検査センター,5
楠葉,6
枚方市役所,14
王仁公園,****
高槻北,****
庄所,8
八尾市保健所,7
成田,
寝屋川市役所,16
