局名,ppb
西部コミュニティセンター,3
国設大阪,10
茨木市役所,3
高石中学校,2
池田市立南畑会館,16
大東市役所,6
府立修徳学院,17
貝塚市消防署,6
島本町役場,6
富田林市役所,13
南海団地,24
泉南市役所,20
緑ケ丘小学校,12
三日市公民館,11
藤井寺市役所,15
岸和田中央公園,8
佐野中学校,10
泉大津市役所,4
豊能町役場,8
此花区役所,2
平尾小学校,2
野中小学校,4
桃谷中学校,4
大宮中学校,2
聖賢小学校,3
清江小学校,1
摂陽中学校,4
今宮中学校,4
九条南小学校,1
茨田北小学校,6
南港中央公園,1
出来島小学校,5
少林寺,1
浜寺,4
三宝,1
若松台,9
石津,1
登美丘,5
深井,2
美原,5
金岡南,3
高石消防署高師浜出張所,3
豊中市千成,4
豊中市千里,5
豊中市役所,4
吹田市垂水,5
吹田市北消防署,5
吹田市高野台,4
東大阪市西保健センター,8
東大阪市六万寺,14
東大阪市環境衛生検査センター,8
楠葉,11
枚方市役所,9
王仁公園,****
高槻北,****
庄所,6
八尾市保健所,7
成田,
寝屋川市役所,7
