局名,ppb
西部コミュニティセンター,14
国設大阪,9
茨木市役所,****
高石中学校,10
池田市立南畑会館,24
大東市役所,13
府立修徳学院,15
貝塚市消防署,15
島本町役場,7
富田林市役所,13
南海団地,23
泉南市役所,15
緑ケ丘小学校,****
三日市公民館,18
藤井寺市役所,11
岸和田中央公園,11
佐野中学校,****
泉大津市役所,8
豊能町役場,32
此花区役所,10
平尾小学校,****
野中小学校,11
桃谷中学校,13
大宮中学校,13
聖賢小学校,12
清江小学校,11
摂陽中学校,9
今宮中学校,12
九条南小学校,8
茨田北小学校,14
南港中央公園,4
出来島小学校,9
少林寺,8
浜寺,12
三宝,12
若松台,13
石津,****
登美丘,16
深井,18
美原,8
金岡南,17
高石消防署高師浜出張所,6
豊中市千成,****
豊中市千里,****
豊中市役所,****
吹田市垂水,14
吹田市北消防署,12
吹田市高野台,9
東大阪市西保健センター,9
東大阪市六万寺,14
東大阪市環境衛生検査センター,6
楠葉,9
枚方市役所,10
王仁公園,11
高槻北,****
庄所,12
八尾市保健所,17
成田,
寝屋川市役所,14
