局名,ppb
西部コミュニティセンター,2
国設大阪,6
茨木市役所,0
高石中学校,10
池田市立南畑会館,3
大東市役所,1
府立修徳学院,16
貝塚市消防署,22
島本町役場,0
富田林市役所,20
南海団地,33
泉南市役所,28
緑ケ丘小学校,21
三日市公民館,16
藤井寺市役所,9
岸和田中央公園,12
佐野中学校,20
泉大津市役所,20
豊能町役場,4
此花区役所,2
平尾小学校,2
野中小学校,2
桃谷中学校,5
大宮中学校,2
聖賢小学校,2
清江小学校,1
摂陽中学校,6
今宮中学校,3
九条南小学校,****
茨田北小学校,4
南港中央公園,2
出来島小学校,1
少林寺,1
浜寺,12
三宝,1
若松台,10
石津,5
登美丘,16
深井,12
美原,12
金岡南,7
高石消防署高師浜出張所,8
豊中市千成,1
豊中市千里,1
豊中市役所,1
吹田市垂水,1
吹田市北消防署,2
吹田市高野台,0
東大阪市西保健センター,4
東大阪市六万寺,12
東大阪市環境衛生検査センター,1
楠葉,1
枚方市役所,0
王仁公園,****
高槻北,****
庄所,0
八尾市保健所,3
成田,
寝屋川市役所,1
