局名,ppb
西部コミュニティセンター,13
国設大阪,18
茨木市役所,11
高石中学校,20
池田市立南畑会館,28
大東市役所,16
府立修徳学院,21
貝塚市消防署,19
島本町役場,5
富田林市役所,12
南海団地,23
泉南市役所,21
緑ケ丘小学校,18
三日市公民館,12
藤井寺市役所,11
岸和田中央公園,16
佐野中学校,19
泉大津市役所,22
豊能町役場,33
此花区役所,21
平尾小学校,15
野中小学校,31
桃谷中学校,18
大宮中学校,14
聖賢小学校,17
清江小学校,18
摂陽中学校,18
今宮中学校,15
九条南小学校,****
茨田北小学校,14
南港中央公園,16
出来島小学校,24
少林寺,22
浜寺,24
三宝,19
若松台,5
石津,22
登美丘,19
深井,19
美原,12
金岡南,18
高石消防署高師浜出張所,23
豊中市千成,28
豊中市千里,19
豊中市役所,30
吹田市垂水,22
吹田市北消防署,24
吹田市高野台,23
東大阪市西保健センター,18
東大阪市六万寺,25
東大阪市環境衛生検査センター,8
楠葉,12
枚方市役所,7
王仁公園,****
高槻北,****
庄所,8
八尾市保健所,16
成田,
寝屋川市役所,10
