局名,ppb
西部コミュニティセンター,1
国設大阪,6
茨木市役所,1
高石中学校,12
池田市立南畑会館,10
大東市役所,1
府立修徳学院,14
貝塚市消防署,32
島本町役場,1
富田林市役所,18
南海団地,35
泉南市役所,32
緑ケ丘小学校,27
三日市公民館,18
藤井寺市役所,16
岸和田中央公園,12
佐野中学校,20
泉大津市役所,21
豊能町役場,7
此花区役所,1
平尾小学校,6
野中小学校,2
桃谷中学校,7
大宮中学校,1
聖賢小学校,4
清江小学校,2
摂陽中学校,6
今宮中学校,2
九条南小学校,9
茨田北小学校,2
南港中央公園,2
出来島小学校,1
少林寺,12
浜寺,23
三宝,4
若松台,29
石津,20
登美丘,31
深井,19
美原,8
金岡南,24
高石消防署高師浜出張所,10
豊中市千成,1
豊中市千里,7
豊中市役所,3
吹田市垂水,1
吹田市北消防署,2
吹田市高野台,1
東大阪市西保健センター,13
東大阪市六万寺,4
東大阪市環境衛生検査センター,6
楠葉,8
枚方市役所,1
王仁公園,****
高槻北,****
庄所,3
八尾市保健所,10
成田,
寝屋川市役所,1
