局名,ppb
西部コミュニティセンター,3
国設大阪,1
茨木市役所,1
高石中学校,8
池田市立南畑会館,26
大東市役所,2
府立修徳学院,14
貝塚市消防署,13
島本町役場,0
富田林市役所,15
南海団地,27
泉南市役所,15
緑ケ丘小学校,10
三日市公民館,3
藤井寺市役所,2
岸和田中央公園,8
佐野中学校,4
泉大津市役所,12
豊能町役場,3
此花区役所,1
平尾小学校,1
野中小学校,2
桃谷中学校,3
大宮中学校,2
聖賢小学校,2
清江小学校,6
摂陽中学校,1
今宮中学校,2
九条南小学校,1
茨田北小学校,3
南港中央公園,9
出来島小学校,2
少林寺,2
浜寺,9
三宝,2
若松台,6
石津,9
登美丘,13
深井,2
美原,4
金岡南,10
高石消防署高師浜出張所,4
豊中市千成,1
豊中市千里,16
豊中市役所,9
吹田市垂水,2
吹田市北消防署,2
吹田市高野台,1
東大阪市西保健センター,3
東大阪市六万寺,11
東大阪市環境衛生検査センター,1
楠葉,1
枚方市役所,0
王仁公園,****
高槻北,****
庄所,0
八尾市保健所,1
成田,
寝屋川市役所,1
