局名,ppb
西部コミュニティセンター,11
国設大阪,17
茨木市役所,26
高石中学校,9
池田市立南畑会館,31
大東市役所,15
府立修徳学院,16
貝塚市消防署,21
島本町役場,13
富田林市役所,21
南海団地,28
泉南市役所,26
緑ケ丘小学校,11
三日市公民館,20
藤井寺市役所,14
岸和田中央公園,21
佐野中学校,25
泉大津市役所,14
豊能町役場,34
此花区役所,15
平尾小学校,18
野中小学校,21
桃谷中学校,16
大宮中学校,15
聖賢小学校,16
清江小学校,16
摂陽中学校,8
今宮中学校,15
九条南小学校,16
茨田北小学校,13
南港中央公園,11
出来島小学校,12
少林寺,12
浜寺,9
三宝,14
若松台,15
石津,5
登美丘,15
深井,17
美原,10
金岡南,19
高石消防署高師浜出張所,12
豊中市千成,****
豊中市千里,4
豊中市役所,23
吹田市垂水,20
吹田市北消防署,13
吹田市高野台,10
東大阪市西保健センター,15
東大阪市六万寺,10
東大阪市環境衛生検査センター,7
楠葉,18
枚方市役所,10
王仁公園,14
高槻北,****
庄所,28
八尾市保健所,8
成田,
寝屋川市役所,21
