局名,ppb
西部コミュニティセンター,11
国設大阪,12
茨木市役所,6
高石中学校,1
池田市立南畑会館,19
大東市役所,12
府立修徳学院,2
貝塚市消防署,11
島本町役場,10
富田林市役所,1
南海団地,19
泉南市役所,17
緑ケ丘小学校,8
三日市公民館,1
藤井寺市役所,1
岸和田中央公園,9
佐野中学校,12
泉大津市役所,4
豊能町役場,24
此花区役所,****
平尾小学校,11
野中小学校,3
桃谷中学校,16
大宮中学校,****
聖賢小学校,****
清江小学校,11
摂陽中学校,****
今宮中学校,12
九条南小学校,****
茨田北小学校,****
南港中央公園,4
出来島小学校,5
少林寺,1
浜寺,1
三宝,3
若松台,7
石津,0
登美丘,2
深井,0
美原,0
金岡南,1
高石消防署高師浜出張所,1
豊中市千成,****
豊中市千里,2
豊中市役所,0
吹田市垂水,****
吹田市北消防署,****
吹田市高野台,4
東大阪市西保健センター,9
東大阪市六万寺,1
東大阪市環境衛生検査センター,1
楠葉,10
枚方市役所,8
王仁公園,5
高槻北,****
庄所,12
八尾市保健所,1
成田,
寝屋川市役所,7
