局名,ppb
西部コミュニティセンター,2
国設大阪,0
茨木市役所,4
高石中学校,0
池田市立南畑会館,9
大東市役所,1
府立修徳学院,12
貝塚市消防署,6
島本町役場,8
富田林市役所,10
南海団地,30
泉南市役所,24
緑ケ丘小学校,14
三日市公民館,15
藤井寺市役所,5
岸和田中央公園,5
佐野中学校,10
泉大津市役所,2
豊能町役場,5
此花区役所,2
平尾小学校,1
野中小学校,4
桃谷中学校,2
大宮中学校,2
聖賢小学校,1
清江小学校,0
摂陽中学校,1
今宮中学校,2
九条南小学校,1
茨田北小学校,3
南港中央公園,1
出来島小学校,1
少林寺,2
浜寺,2
三宝,1
若松台,16
石津,2
登美丘,8
深井,2
美原,4
金岡南,3
高石消防署高師浜出張所,2
豊中市千成,1
豊中市千里,4
豊中市役所,3
吹田市垂水,3
吹田市北消防署,7
吹田市高野台,2
東大阪市西保健センター,4
東大阪市六万寺,2
東大阪市環境衛生検査センター,0
楠葉,6
枚方市役所,0
王仁公園,****
高槻北,****
庄所,4
八尾市保健所,0
成田,
寝屋川市役所,2
