局名,ppb
西部コミュニティセンター,2
国設大阪,4
茨木市役所,6
高石中学校,2
池田市立南畑会館,13
大東市役所,3
府立修徳学院,13
貝塚市消防署,2
島本町役場,12
富田林市役所,9
南海団地,14
泉南市役所,8
緑ケ丘小学校,9
三日市公民館,9
藤井寺市役所,6
岸和田中央公園,3
佐野中学校,5
泉大津市役所,6
豊能町役場,7
此花区役所,2
平尾小学校,1
野中小学校,7
桃谷中学校,3
大宮中学校,1
聖賢小学校,2
清江小学校,****
摂陽中学校,0
今宮中学校,****
九条南小学校,1
茨田北小学校,2
南港中央公園,****
出来島小学校,****
少林寺,7
浜寺,3
三宝,6
若松台,17
石津,6
登美丘,6
深井,1
美原,3
金岡南,4
高石消防署高師浜出張所,3
豊中市千成,5
豊中市千里,18
豊中市役所,3
吹田市垂水,9
吹田市北消防署,10
吹田市高野台,3
東大阪市西保健センター,1
東大阪市六万寺,14
東大阪市環境衛生検査センター,1
楠葉,3
枚方市役所,0
王仁公園,3
高槻北,****
庄所,2
八尾市保健所,1
成田,
寝屋川市役所,1
