局名,ppb
西部コミュニティセンター,17
国設大阪,26
茨木市役所,27
高石中学校,7
池田市立南畑会館,38
大東市役所,24
府立修徳学院,10
貝塚市消防署,8
島本町役場,11
富田林市役所,13
南海団地,15
泉南市役所,18
緑ケ丘小学校,15
三日市公民館,13
藤井寺市役所,8
岸和田中央公園,11
佐野中学校,14
泉大津市役所,8
豊能町役場,12
此花区役所,15
平尾小学校,9
野中小学校,17
桃谷中学校,25
大宮中学校,19
聖賢小学校,24
清江小学校,13
摂陽中学校,18
今宮中学校,28
九条南小学校,4
茨田北小学校,12
南港中央公園,9
出来島小学校,17
少林寺,6
浜寺,3
三宝,3
若松台,17
石津,2
登美丘,13
深井,8
美原,4
金岡南,2
高石消防署高師浜出張所,2
豊中市千成,15
豊中市千里,7
豊中市役所,14
吹田市垂水,23
吹田市北消防署,25
吹田市高野台,17
東大阪市西保健センター,21
東大阪市六万寺,20
東大阪市環境衛生検査センター,10
楠葉,15
枚方市役所,17
王仁公園,20
高槻北,****
庄所,31
八尾市保健所,9
成田,
寝屋川市役所,9
