局名,ppb
西部コミュニティセンター,2
国設大阪,10
茨木市役所,1
高石中学校,5
池田市立南畑会館,3
大東市役所,6
府立修徳学院,14
貝塚市消防署,23
島本町役場,3
富田林市役所,23
南海団地,37
泉南市役所,32
緑ケ丘小学校,18
三日市公民館,21
藤井寺市役所,13
岸和田中央公園,7
佐野中学校,16
泉大津市役所,14
豊能町役場,7
此花区役所,20
平尾小学校,11
野中小学校,8
桃谷中学校,6
大宮中学校,3
聖賢小学校,8
清江小学校,6
摂陽中学校,4
今宮中学校,7
九条南小学校,****
茨田北小学校,4
南港中央公園,13
出来島小学校,1
少林寺,7
浜寺,14
三宝,8
若松台,9
石津,6
登美丘,25
深井,10
美原,14
金岡南,15
高石消防署高師浜出張所,10
豊中市千成,5
豊中市千里,2
豊中市役所,2
吹田市垂水,5
吹田市北消防署,2
吹田市高野台,1
東大阪市西保健センター,5
東大阪市六万寺,15
東大阪市環境衛生検査センター,2
楠葉,2
枚方市役所,0
王仁公園,****
高槻北,****
庄所,1
八尾市保健所,15
成田,
寝屋川市役所,1
