局名,ppb
西部コミュニティセンター,2
国設大阪,1
茨木市役所,1
高石中学校,18
池田市立南畑会館,10
大東市役所,2
府立修徳学院,17
貝塚市消防署,26
島本町役場,0
富田林市役所,21
南海団地,36
泉南市役所,32
緑ケ丘小学校,23
三日市公民館,17
藤井寺市役所,8
岸和田中央公園,18
佐野中学校,23
泉大津市役所,16
豊能町役場,5
此花区役所,3
平尾小学校,7
野中小学校,2
桃谷中学校,3
大宮中学校,2
聖賢小学校,1
清江小学校,2
摂陽中学校,3
今宮中学校,6
九条南小学校,1
茨田北小学校,2
南港中央公園,2
出来島小学校,1
少林寺,3
浜寺,6
三宝,3
若松台,28
石津,5
登美丘,29
深井,14
美原,12
金岡南,7
高石消防署高師浜出張所,16
豊中市千成,1
豊中市千里,2
豊中市役所,2
吹田市垂水,0
吹田市北消防署,1
吹田市高野台,1
東大阪市西保健センター,2
東大阪市六万寺,5
東大阪市環境衛生検査センター,0
楠葉,1
枚方市役所,0
王仁公園,1
高槻北,****
庄所,0
八尾市保健所,1
成田,
寝屋川市役所,2
