局名,ppb
西部コミュニティセンター,4
国設大阪,6
茨木市役所,1
高石中学校,19
池田市立南畑会館,17
大東市役所,3
府立修徳学院,18
貝塚市消防署,30
島本町役場,5
富田林市役所,22
南海団地,39
泉南市役所,34
緑ケ丘小学校,23
三日市公民館,20
藤井寺市役所,19
岸和田中央公園,17
佐野中学校,24
泉大津市役所,24
豊能町役場,6
此花区役所,****
平尾小学校,2
野中小学校,3
桃谷中学校,4
大宮中学校,****
聖賢小学校,****
清江小学校,2
摂陽中学校,****
今宮中学校,1
九条南小学校,****
茨田北小学校,****
南港中央公園,2
出来島小学校,6
少林寺,12
浜寺,24
三宝,1
若松台,28
石津,20
登美丘,31
深井,30
美原,17
金岡南,27
高石消防署高師浜出張所,17
豊中市千成,2
豊中市千里,2
豊中市役所,2
吹田市垂水,1
吹田市北消防署,2
吹田市高野台,2
東大阪市西保健センター,19
東大阪市六万寺,14
東大阪市環境衛生検査センター,13
楠葉,2
枚方市役所,0
王仁公園,1
高槻北,****
庄所,1
八尾市保健所,12
成田,
寝屋川市役所,1
