局名,ppb
西部コミュニティセンター,2
国設大阪,3
茨木市役所,1
高石中学校,6
池田市立南畑会館,10
大東市役所,3
府立修徳学院,19
貝塚市消防署,15
島本町役場,1
富田林市役所,17
南海団地,32
泉南市役所,23
緑ケ丘小学校,16
三日市公民館,19
藤井寺市役所,16
岸和田中央公園,10
佐野中学校,11
泉大津市役所,9
豊能町役場,8
此花区役所,2
平尾小学校,1
野中小学校,6
桃谷中学校,3
大宮中学校,2
聖賢小学校,2
清江小学校,2
摂陽中学校,1
今宮中学校,2
九条南小学校,1
茨田北小学校,3
南港中央公園,1
出来島小学校,2
少林寺,2
浜寺,2
三宝,1
若松台,22
石津,1
登美丘,12
深井,11
美原,12
金岡南,11
高石消防署高師浜出張所,5
豊中市千成,1
豊中市千里,10
豊中市役所,4
吹田市垂水,2
吹田市北消防署,6
吹田市高野台,2
東大阪市西保健センター,3
東大阪市六万寺,1
東大阪市環境衛生検査センター,0
楠葉,3
枚方市役所,0
王仁公園,****
高槻北,****
庄所,2
八尾市保健所,0
成田,
寝屋川市役所,
