局名,ppb
西部コミュニティセンター,2
国設大阪,17
茨木市役所,1
高石中学校,7
池田市立南畑会館,7
大東市役所,3
府立修徳学院,17
貝塚市消防署,29
島本町役場,8
富田林市役所,23
南海団地,41
泉南市役所,35
緑ケ丘小学校,34
三日市公民館,25
藤井寺市役所,13
岸和田中央公園,6
佐野中学校,23
泉大津市役所,13
豊能町役場,10
此花区役所,6
平尾小学校,2
野中小学校,3
桃谷中学校,3
大宮中学校,1
聖賢小学校,1
清江小学校,2
摂陽中学校,0
今宮中学校,2
九条南小学校,5
茨田北小学校,3
南港中央公園,5
出来島小学校,1
少林寺,7
浜寺,8
三宝,2
若松台,25
石津,8
登美丘,5
深井,5
美原,5
金岡南,8
高石消防署高師浜出張所,6
豊中市千成,2
豊中市千里,8
豊中市役所,2
吹田市垂水,2
吹田市北消防署,5
吹田市高野台,1
東大阪市西保健センター,4
東大阪市六万寺,9
東大阪市環境衛生検査センター,5
楠葉,4
枚方市役所,0
王仁公園,****
高槻北,****
庄所,6
八尾市保健所,14
成田,
寝屋川市役所,
