局名,ppb
西部コミュニティセンター,76
国設大阪,77
茨木市役所,67
高石中学校,75
池田市立南畑会館,67
大東市役所,80
府立修徳学院,60
貝塚市消防署,71
島本町役場,71
富田林市役所,77
南海団地,67
泉南市役所,73
緑ケ丘小学校,74
三日市公民館,73
藤井寺市役所,78
岸和田中央公園,77
佐野中学校,72
泉大津市役所,73
豊能町役場,71
此花区役所,70
平尾小学校,73
野中小学校,74
桃谷中学校,64
大宮中学校,76
聖賢小学校,77
清江小学校,73
摂陽中学校,75
今宮中学校,77
九条南小学校,72
茨田北小学校,81
南港中央公園,69
出来島小学校,50
少林寺,78
浜寺,81
三宝,70
若松台,76
石津,72
登美丘,81
深井,82
美原,68
金岡南,80
高石消防署高師浜出張所,70
豊中市千成,76
豊中市千里,63
豊中市役所,69
吹田市垂水,75
吹田市北消防署,72
吹田市高野台,73
東大阪市西保健センター,81
東大阪市六万寺,80
東大阪市環境衛生検査センター,80
楠葉,76
枚方市役所,79
王仁公園,72
高槻北,69
庄所,76
八尾市保健所,82
成田,
寝屋川市役所,72
