局名,ppb
西部コミュニティセンター,11
国設大阪,17
茨木市役所,20
高石中学校,6
池田市立南畑会館,23
大東市役所,13
府立修徳学院,3
貝塚市消防署,8
島本町役場,7
富田林市役所,9
南海団地,18
泉南市役所,11
緑ケ丘小学校,7
三日市公民館,5
藤井寺市役所,9
岸和田中央公園,6
佐野中学校,8
泉大津市役所,8
豊能町役場,26
此花区役所,18
平尾小学校,23
野中小学校,14
桃谷中学校,21
大宮中学校,12
聖賢小学校,15
清江小学校,****
摂陽中学校,17
今宮中学校,****
九条南小学校,15
茨田北小学校,14
南港中央公園,****
出来島小学校,****
少林寺,25
浜寺,9
三宝,21
若松台,6
石津,13
登美丘,10
深井,8
美原,4
金岡南,14
高石消防署高師浜出張所,8
豊中市千成,12
豊中市千里,11
豊中市役所,23
吹田市垂水,13
吹田市北消防署,15
吹田市高野台,10
東大阪市西保健センター,10
東大阪市六万寺,12
東大阪市環境衛生検査センター,6
楠葉,9
枚方市役所,10
王仁公園,3
高槻北,27
庄所,10
八尾市保健所,8
成田,
寝屋川市役所,7
