局名,ppb
西部コミュニティセンター,62
国設大阪,50
茨木市役所,51
高石中学校,58
池田市立南畑会館,45
大東市役所,62
府立修徳学院,47
貝塚市消防署,57
島本町役場,27
富田林市役所,56
南海団地,48
泉南市役所,57
緑ケ丘小学校,56
三日市公民館,55
藤井寺市役所,53
岸和田中央公園,62
佐野中学校,60
泉大津市役所,58
豊能町役場,35
此花区役所,43
平尾小学校,43
野中小学校,51
桃谷中学校,49
大宮中学校,60
聖賢小学校,56
清江小学校,48
摂陽中学校,50
今宮中学校,47
九条南小学校,40
茨田北小学校,64
南港中央公園,44
出来島小学校,28
少林寺,57
浜寺,56
三宝,50
若松台,54
石津,58
登美丘,56
深井,57
美原,47
金岡南,52
高石消防署高師浜出張所,53
豊中市千成,56
豊中市千里,53
豊中市役所,57
吹田市垂水,56
吹田市北消防署,59
吹田市高野台,60
東大阪市西保健センター,57
東大阪市六万寺,57
東大阪市環境衛生検査センター,56
楠葉,35
枚方市役所,68
王仁公園,53
高槻北,34
庄所,43
八尾市保健所,55
成田,
寝屋川市役所,62
