局名,ppb
西部コミュニティセンター,54
国設大阪,44
茨木市役所,42
高石中学校,51
池田市立南畑会館,57
大東市役所,49
府立修徳学院,48
貝塚市消防署,56
島本町役場,53
富田林市役所,64
南海団地,55
泉南市役所,65
緑ケ丘小学校,57
三日市公民館,52
藤井寺市役所,54
岸和田中央公園,62
佐野中学校,59
泉大津市役所,60
豊能町役場,51
此花区役所,35
平尾小学校,52
野中小学校,49
桃谷中学校,52
大宮中学校,52
聖賢小学校,48
清江小学校,52
摂陽中学校,49
今宮中学校,53
九条南小学校,44
茨田北小学校,51
南港中央公園,46
出来島小学校,25
少林寺,60
浜寺,59
三宝,42
若松台,65
石津,57
登美丘,62
深井,60
美原,48
金岡南,56
高石消防署高師浜出張所,51
豊中市千成,43
豊中市千里,43
豊中市役所,49
吹田市垂水,50
吹田市北消防署,49
吹田市高野台,50
東大阪市西保健センター,57
東大阪市六万寺,53
東大阪市環境衛生検査センター,53
楠葉,62
枚方市役所,55
王仁公園,53
高槻北,55
庄所,58
八尾市保健所,53
成田,
寝屋川市役所,47
