局名,ppb
西部コミュニティセンター,48
国設大阪,****
茨木市役所,31
高石中学校,47
池田市立南畑会館,44
大東市役所,52
府立修徳学院,42
貝塚市消防署,47
島本町役場,45
富田林市役所,50
南海団地,45
泉南市役所,46
緑ケ丘小学校,46
三日市公民館,43
藤井寺市役所,53
岸和田中央公園,48
佐野中学校,33
泉大津市役所,48
豊能町役場,****
此花区役所,44
平尾小学校,44
野中小学校,****
桃谷中学校,46
大宮中学校,51
聖賢小学校,47
清江小学校,33
摂陽中学校,42
今宮中学校,46
九条南小学校,36
茨田北小学校,37
南港中央公園,32
出来島小学校,28
少林寺,48
浜寺,****
三宝,44
若松台,****
石津,38
登美丘,49
深井,55
美原,42
金岡南,54
高石消防署高師浜出張所,41
豊中市千成,47
豊中市千里,36
豊中市役所,47
吹田市垂水,50
吹田市北消防署,46
吹田市高野台,48
東大阪市西保健センター,53
東大阪市六万寺,56
東大阪市環境衛生検査センター,50
楠葉,48
枚方市役所,41
王仁公園,52
高槻北,45
庄所,44
八尾市保健所,****
成田,
寝屋川市役所,42
