局名,ppb
西部コミュニティセンター,73
国設大阪,65
茨木市役所,64
高石中学校,55
池田市立南畑会館,72
大東市役所,73
府立修徳学院,53
貝塚市消防署,61
島本町役場,63
富田林市役所,64
南海団地,54
泉南市役所,66
緑ケ丘小学校,63
三日市公民館,60
藤井寺市役所,62
岸和田中央公園,65
佐野中学校,62
泉大津市役所,60
豊能町役場,68
此花区役所,58
平尾小学校,57
野中小学校,70
桃谷中学校,63
大宮中学校,76
聖賢小学校,67
清江小学校,56
摂陽中学校,64
今宮中学校,60
九条南小学校,61
茨田北小学校,73
南港中央公園,55
出来島小学校,49
少林寺,62
浜寺,62
三宝,54
若松台,64
石津,62
登美丘,68
深井,66
美原,51
金岡南,64
高石消防署高師浜出張所,50
豊中市千成,65
豊中市千里,63
豊中市役所,68
吹田市垂水,70
吹田市北消防署,74
吹田市高野台,73
東大阪市西保健センター,69
東大阪市六万寺,68
東大阪市環境衛生検査センター,****
楠葉,85
枚方市役所,84
王仁公園,74
高槻北,76
庄所,80
八尾市保健所,66
成田,
寝屋川市役所,71
