局名,ppb
西部コミュニティセンター,74
国設大阪,66
茨木市役所,65
高石中学校,58
池田市立南畑会館,71
大東市役所,70
府立修徳学院,58
貝塚市消防署,62
島本町役場,63
富田林市役所,68
南海団地,58
泉南市役所,68
緑ケ丘小学校,67
三日市公民館,63
藤井寺市役所,61
岸和田中央公園,67
佐野中学校,63
泉大津市役所,60
豊能町役場,66
此花区役所,61
平尾小学校,58
野中小学校,68
桃谷中学校,64
大宮中学校,75
聖賢小学校,70
清江小学校,57
摂陽中学校,59
今宮中学校,59
九条南小学校,60
茨田北小学校,76
南港中央公園,52
出来島小学校,47
少林寺,63
浜寺,62
三宝,59
若松台,66
石津,62
登美丘,67
深井,66
美原,53
金岡南,64
高石消防署高師浜出張所,54
豊中市千成,68
豊中市千里,65
豊中市役所,70
吹田市垂水,74
吹田市北消防署,76
吹田市高野台,74
東大阪市西保健センター,66
東大阪市六万寺,64
東大阪市環境衛生検査センター,
楠葉,79
枚方市役所,80
王仁公園,70
高槻北,76
庄所,81
八尾市保健所,63
成田,
寝屋川市役所,69
