局名,ppb
西部コミュニティセンター,67
国設大阪,68
茨木市役所,54
高石中学校,71
池田市立南畑会館,56
大東市役所,73
府立修徳学院,56
貝塚市消防署,70
島本町役場,57
富田林市役所,76
南海団地,64
泉南市役所,73
緑ケ丘小学校,74
三日市公民館,72
藤井寺市役所,73
岸和田中央公園,75
佐野中学校,71
泉大津市役所,70
豊能町役場,62
此花区役所,59
平尾小学校,65
野中小学校,65
桃谷中学校,59
大宮中学校,67
聖賢小学校,69
清江小学校,68
摂陽中学校,69
今宮中学校,70
九条南小学校,62
茨田北小学校,73
南港中央公園,61
出来島小学校,43
少林寺,72
浜寺,77
三宝,64
若松台,75
石津,67
登美丘,77
深井,78
美原,64
金岡南,75
高石消防署高師浜出張所,64
豊中市千成,64
豊中市千里,52
豊中市役所,57
吹田市垂水,64
吹田市北消防署,61
吹田市高野台,62
東大阪市西保健センター,75
東大阪市六万寺,75
東大阪市環境衛生検査センター,73
楠葉,65
枚方市役所,70
王仁公園,64
高槻北,56
庄所,63
八尾市保健所,76
成田,
寝屋川市役所,65
