局名,ppb
西部コミュニティセンター,46
国設大阪,42
茨木市役所,39
高石中学校,52
池田市立南畑会館,43
大東市役所,55
府立修徳学院,45
貝塚市消防署,53
島本町役場,37
富田林市役所,53
南海団地,49
泉南市役所,64
緑ケ丘小学校,61
三日市公民館,55
藤井寺市役所,****
岸和田中央公園,57
佐野中学校,53
泉大津市役所,50
豊能町役場,42
此花区役所,43
平尾小学校,47
野中小学校,45
桃谷中学校,49
大宮中学校,50
聖賢小学校,50
清江小学校,45
摂陽中学校,50
今宮中学校,48
九条南小学校,48
茨田北小学校,50
南港中央公園,44
出来島小学校,38
少林寺,49
浜寺,60
三宝,51
若松台,64
石津,46
登美丘,63
深井,64
美原,44
金岡南,60
高石消防署高師浜出張所,39
豊中市千成,47
豊中市千里,39
豊中市役所,41
吹田市垂水,43
吹田市北消防署,43
吹田市高野台,43
東大阪市西保健センター,58
東大阪市六万寺,54
東大阪市環境衛生検査センター,48
楠葉,42
枚方市役所,49
王仁公園,53
高槻北,38
庄所,42
八尾市保健所,55
成田,
寝屋川市役所,46
