局名,ppb
西部コミュニティセンター,47
国設大阪,52
茨木市役所,46
高石中学校,44
池田市立南畑会館,48
大東市役所,52
府立修徳学院,50
貝塚市消防署,46
島本町役場,42
富田林市役所,60
南海団地,47
泉南市役所,52
緑ケ丘小学校,56
三日市公民館,56
藤井寺市役所,56
岸和田中央公園,50
佐野中学校,49
泉大津市役所,37
豊能町役場,47
此花区役所,44
平尾小学校,50
野中小学校,51
桃谷中学校,43
大宮中学校,53
聖賢小学校,53
清江小学校,42
摂陽中学校,52
今宮中学校,52
九条南小学校,52
茨田北小学校,52
南港中央公園,39
出来島小学校,42
少林寺,48
浜寺,54
三宝,51
若松台,60
石津,44
登美丘,61
深井,60
美原,45
金岡南,58
高石消防署高師浜出張所,29
豊中市千成,53
豊中市千里,44
豊中市役所,45
吹田市垂水,52
吹田市北消防署,51
吹田市高野台,51
東大阪市西保健センター,57
東大阪市六万寺,****
東大阪市環境衛生検査センター,51
楠葉,45
枚方市役所,49
王仁公園,46
高槻北,45
庄所,48
八尾市保健所,56
成田,
寝屋川市役所,46
