局名,ppb
西部コミュニティセンター,44
国設大阪,55
茨木市役所,50
高石中学校,52
池田市立南畑会館,56
大東市役所,47
府立修徳学院,47
貝塚市消防署,44
島本町役場,51
富田林市役所,79
南海団地,46
泉南市役所,48
緑ケ丘小学校,54
三日市公民館,67
藤井寺市役所,71
岸和田中央公園,49
佐野中学校,50
泉大津市役所,44
豊能町役場,45
此花区役所,59
平尾小学校,55
野中小学校,57
桃谷中学校,60
大宮中学校,48
聖賢小学校,51
清江小学校,59
摂陽中学校,65
今宮中学校,63
九条南小学校,55
茨田北小学校,48
南港中央公園,41
出来島小学校,38
少林寺,66
浜寺,58
三宝,57
若松台,65
石津,51
登美丘,76
深井,71
美原,59
金岡南,72
高石消防署高師浜出張所,41
豊中市千成,57
豊中市千里,49
豊中市役所,50
吹田市垂水,46
吹田市北消防署,52
吹田市高野台,49
東大阪市西保健センター,50
東大阪市六万寺,45
東大阪市環境衛生検査センター,43
楠葉,50
枚方市役所,52
王仁公園,45
高槻北,49
庄所,52
八尾市保健所,53
成田,
寝屋川市役所,41
