局名,ppb
西部コミュニティセンター,89
国設大阪,85
茨木市役所,79
高石中学校,80
池田市立南畑会館,88
大東市役所,88
府立修徳学院,67
貝塚市消防署,74
島本町役場,85
富田林市役所,80
南海団地,70
泉南市役所,78
緑ケ丘小学校,78
三日市公民館,75
藤井寺市役所,82
岸和田中央公園,82
佐野中学校,79
泉大津市役所,76
豊能町役場,80
此花区役所,79
平尾小学校,80
野中小学校,****
桃谷中学校,68
大宮中学校,88
聖賢小学校,87
清江小学校,78
摂陽中学校,80
今宮中学校,84
九条南小学校,80
茨田北小学校,89
南港中央公園,78
出来島小学校,60
少林寺,81
浜寺,86
三宝,79
若松台,79
石津,78
登美丘,83
深井,85
美原,69
金岡南,82
高石消防署高師浜出張所,75
豊中市千成,88
豊中市千里,81
豊中市役所,84
吹田市垂水,88
吹田市北消防署,89
吹田市高野台,89
東大阪市西保健センター,87
東大阪市六万寺,85
東大阪市環境衛生検査センター,86
楠葉,92
枚方市役所,94
王仁公園,86
高槻北,84
庄所,91
八尾市保健所,84
成田,
寝屋川市役所,83
