局名,ppb
西部コミュニティセンター,59
国設大阪,58
茨木市役所,40
高石中学校,62
池田市立南畑会館,38
大東市役所,62
府立修徳学院,41
貝塚市消防署,65
島本町役場,45
富田林市役所,68
南海団地,61
泉南市役所,69
緑ケ丘小学校,67
三日市公民館,67
藤井寺市役所,59
岸和田中央公園,68
佐野中学校,67
泉大津市役所,61
豊能町役場,54
此花区役所,45
平尾小学校,54
野中小学校,57
桃谷中学校,49
大宮中学校,58
聖賢小学校,60
清江小学校,55
摂陽中学校,61
今宮中学校,59
九条南小学校,51
茨田北小学校,63
南港中央公園,44
出来島小学校,34
少林寺,61
浜寺,67
三宝,56
若松台,66
石津,54
登美丘,68
深井,68
美原,54
金岡南,66
高石消防署高師浜出張所,47
豊中市千成,56
豊中市千里,36
豊中市役所,44
吹田市垂水,54
吹田市北消防署,43
吹田市高野台,48
東大阪市西保健センター,63
東大阪市六万寺,58
東大阪市環境衛生検査センター,59
楠葉,49
枚方市役所,54
王仁公園,49
高槻北,45
庄所,48
八尾市保健所,60
成田,
寝屋川市役所,56
