局名,ppb
西部コミュニティセンター,59
国設大阪,73
茨木市役所,61
高石中学校,67
池田市立南畑会館,72
大東市役所,61
府立修徳学院,54
貝塚市消防署,77
島本町役場,59
富田林市役所,88
南海団地,71
泉南市役所,77
緑ケ丘小学校,71
三日市公民館,76
藤井寺市役所,66
岸和田中央公園,81
佐野中学校,84
泉大津市役所,72
豊能町役場,65
此花区役所,60
平尾小学校,56
野中小学校,71
桃谷中学校,54
大宮中学校,70
聖賢小学校,70
清江小学校,62
摂陽中学校,63
今宮中学校,62
九条南小学校,57
茨田北小学校,68
南港中央公園,61
出来島小学校,48
少林寺,67
浜寺,73
三宝,61
若松台,73
石津,76
登美丘,78
深井,73
美原,63
金岡南,71
高石消防署高師浜出張所,69
豊中市千成,72
豊中市千里,64
豊中市役所,68
吹田市垂水,
吹田市北消防署,
吹田市高野台,
東大阪市西保健センター,69
東大阪市六万寺,58
東大阪市環境衛生検査センター,58
楠葉,57
枚方市役所,61
王仁公園,55
高槻北,60
庄所,64
八尾市保健所,62
成田,
寝屋川市役所,53
