局名,ppb
西部コミュニティセンター,68
国設大阪,64
茨木市役所,63
高石中学校,61
池田市立南畑会館,70
大東市役所,68
府立修徳学院,69
貝塚市消防署,65
島本町役場,70
富田林市役所,70
南海団地,58
泉南市役所,67
緑ケ丘小学校,68
三日市公民館,66
藤井寺市役所,80
岸和田中央公園,69
佐野中学校,62
泉大津市役所,63
豊能町役場,59
此花区役所,68
平尾小学校,62
野中小学校,73
桃谷中学校,61
大宮中学校,72
聖賢小学校,66
清江小学校,60
摂陽中学校,60
今宮中学校,62
九条南小学校,62
茨田北小学校,69
南港中央公園,64
出来島小学校,52
少林寺,66
浜寺,68
三宝,60
若松台,70
石津,65
登美丘,74
深井,71
美原,60
金岡南,67
高石消防署高師浜出張所,56
豊中市千成,73
豊中市千里,63
豊中市役所,70
吹田市垂水,74
吹田市北消防署,75
吹田市高野台,76
東大阪市西保健センター,66
東大阪市六万寺,73
東大阪市環境衛生検査センター,66
楠葉,73
枚方市役所,74
王仁公園,69
高槻北,67
庄所,73
八尾市保健所,73
成田,
寝屋川市役所,65
