局名,ppb
西部コミュニティセンター,48
国設大阪,49
茨木市役所,40
高石中学校,54
池田市立南畑会館,43
大東市役所,51
府立修徳学院,37
貝塚市消防署,58
島本町役場,46
富田林市役所,52
南海団地,60
泉南市役所,59
緑ケ丘小学校,54
三日市公民館,47
藤井寺市役所,53
岸和田中央公園,63
佐野中学校,62
泉大津市役所,56
豊能町役場,42
此花区役所,44
平尾小学校,45
野中小学校,49
桃谷中学校,46
大宮中学校,52
聖賢小学校,51
清江小学校,44
摂陽中学校,50
今宮中学校,51
九条南小学校,46
茨田北小学校,53
南港中央公園,42
出来島小学校,40
少林寺,46
浜寺,58
三宝,50
若松台,61
石津,51
登美丘,62
深井,62
美原,41
金岡南,59
高石消防署高師浜出張所,52
豊中市千成,47
豊中市千里,37
豊中市役所,44
吹田市垂水,45
吹田市北消防署,44
吹田市高野台,45
東大阪市西保健センター,56
東大阪市六万寺,48
東大阪市環境衛生検査センター,47
楠葉,45
枚方市役所,50
王仁公園,50
高槻北,****
庄所,48
八尾市保健所,51
成田,
寝屋川市役所,45
