局名,ppb
西部コミュニティセンター,59
国設大阪,62
茨木市役所,56
高石中学校,63
池田市立南畑会館,65
大東市役所,58
府立修徳学院,58
貝塚市消防署,62
島本町役場,55
富田林市役所,74
南海団地,54
泉南市役所,65
緑ケ丘小学校,65
三日市公民館,69
藤井寺市役所,69
岸和田中央公園,67
佐野中学校,75
泉大津市役所,65
豊能町役場,61
此花区役所,61
平尾小学校,58
野中小学校,65
桃谷中学校,52
大宮中学校,58
聖賢小学校,62
清江小学校,61
摂陽中学校,63
今宮中学校,59
九条南小学校,56
茨田北小学校,61
南港中央公園,61
出来島小学校,40
少林寺,63
浜寺,65
三宝,61
若松台,68
石津,64
登美丘,69
深井,64
美原,55
金岡南,61
高石消防署高師浜出張所,63
豊中市千成,64
豊中市千里,61
豊中市役所,62
吹田市垂水,
吹田市北消防署,
吹田市高野台,
東大阪市西保健センター,61
東大阪市六万寺,56
東大阪市環境衛生検査センター,54
楠葉,52
枚方市役所,59
王仁公園,54
高槻北,55
庄所,59
八尾市保健所,59
成田,
寝屋川市役所,52
