局名,ppb
西部コミュニティセンター,14
国設大阪,17
茨木市役所,27
高石中学校,7
池田市立南畑会館,26
大東市役所,10
府立修徳学院,3
貝塚市消防署,10
島本町役場,10
富田林市役所,7
南海団地,18
泉南市役所,12
緑ケ丘小学校,10
三日市公民館,4
藤井寺市役所,9
岸和田中央公園,5
佐野中学校,8
泉大津市役所,9
豊能町役場,25
此花区役所,****
平尾小学校,16
野中小学校,14
桃谷中学校,11
大宮中学校,****
聖賢小学校,****
清江小学校,18
摂陽中学校,****
今宮中学校,17
九条南小学校,****
茨田北小学校,****
南港中央公園,11
出来島小学校,16
少林寺,13
浜寺,8
三宝,18
若松台,5
石津,7
登美丘,11
深井,9
美原,4
金岡南,13
高石消防署高師浜出張所,9
豊中市千成,****
豊中市千里,13
豊中市役所,****
吹田市垂水,19
吹田市北消防署,17
吹田市高野台,17
東大阪市西保健センター,9
東大阪市六万寺,10
東大阪市環境衛生検査センター,4
楠葉,9
枚方市役所,7
王仁公園,9
高槻北,22
庄所,14
八尾市保健所,7
成田,
寝屋川市役所,7
