局名,ppb
西部コミュニティセンター,48
国設大阪,45
茨木市役所,27
高石中学校,43
池田市立南畑会館,41
大東市役所,52
府立修徳学院,62
貝塚市消防署,44
島本町役場,43
富田林市役所,81
南海団地,43
泉南市役所,46
緑ケ丘小学校,58
三日市公民館,83
藤井寺市役所,66
岸和田中央公園,48
佐野中学校,45
泉大津市役所,37
豊能町役場,43
此花区役所,48
平尾小学校,46
野中小学校,44
桃谷中学校,46
大宮中学校,49
聖賢小学校,48
清江小学校,44
摂陽中学校,46
今宮中学校,45
九条南小学校,48
茨田北小学校,53
南港中央公園,46
出来島小学校,36
少林寺,50
浜寺,52
三宝,42
若松台,65
石津,47
登美丘,62
深井,56
美原,50
金岡南,52
高石消防署高師浜出張所,39
豊中市千成,44
豊中市千里,34
豊中市役所,38
吹田市垂水,43
吹田市北消防署,43
吹田市高野台,43
東大阪市西保健センター,53
東大阪市六万寺,60
東大阪市環境衛生検査センター,54
楠葉,56
枚方市役所,51
王仁公園,55
高槻北,45
庄所,50
八尾市保健所,71
成田,
寝屋川市役所,47
