局名,ppb
西部コミュニティセンター,47
国設大阪,48
茨木市役所,46
高石中学校,48
池田市立南畑会館,46
大東市役所,51
府立修徳学院,52
貝塚市消防署,47
島本町役場,****
富田林市役所,56
南海団地,49
泉南市役所,59
緑ケ丘小学校,58
三日市公民館,56
藤井寺市役所,63
岸和田中央公園,50
佐野中学校,48
泉大津市役所,40
豊能町役場,44
此花区役所,47
平尾小学校,44
野中小学校,51
桃谷中学校,48
大宮中学校,53
聖賢小学校,51
清江小学校,42
摂陽中学校,52
今宮中学校,48
九条南小学校,46
茨田北小学校,47
南港中央公園,38
出来島小学校,33
少林寺,47
浜寺,58
三宝,48
若松台,64
石津,49
登美丘,63
深井,63
美原,48
金岡南,62
高石消防署高師浜出張所,39
豊中市千成,50
豊中市千里,42
豊中市役所,46
吹田市垂水,49
吹田市北消防署,47
吹田市高野台,49
東大阪市西保健センター,57
東大阪市六万寺,55
東大阪市環境衛生検査センター,48
楠葉,46
枚方市役所,51
王仁公園,51
高槻北,****
庄所,49
八尾市保健所,49
成田,
寝屋川市役所,47
