局名,ppb
西部コミュニティセンター,46
国設大阪,47
茨木市役所,38
高石中学校,54
池田市立南畑会館,42
大東市役所,51
府立修徳学院,43
貝塚市消防署,52
島本町役場,37
富田林市役所,54
南海団地,54
泉南市役所,59
緑ケ丘小学校,59
三日市公民館,52
藤井寺市役所,53
岸和田中央公園,55
佐野中学校,48
泉大津市役所,43
豊能町役場,41
此花区役所,43
平尾小学校,46
野中小学校,45
桃谷中学校,51
大宮中学校,48
聖賢小学校,49
清江小学校,45
摂陽中学校,47
今宮中学校,47
九条南小学校,45
茨田北小学校,48
南港中央公園,41
出来島小学校,38
少林寺,52
浜寺,56
三宝,51
若松台,63
石津,49
登美丘,63
深井,64
美原,41
金岡南,60
高石消防署高師浜出張所,42
豊中市千成,44
豊中市千里,39
豊中市役所,41
吹田市垂水,44
吹田市北消防署,43
吹田市高野台,42
東大阪市西保健センター,52
東大阪市六万寺,53
東大阪市環境衛生検査センター,47
楠葉,38
枚方市役所,43
王仁公園,42
高槻北,41
庄所,41
八尾市保健所,52
成田,
寝屋川市役所,42
