局名,ppb
西部コミュニティセンター,55
国設大阪,57
茨木市役所,59
高石中学校,49
池田市立南畑会館,61
大東市役所,52
府立修徳学院,47
貝塚市消防署,68
島本町役場,54
富田林市役所,54
南海団地,68
泉南市役所,62
緑ケ丘小学校,58
三日市公民館,48
藤井寺市役所,54
岸和田中央公園,66
佐野中学校,64
泉大津市役所,49
豊能町役場,49
此花区役所,52
平尾小学校,47
野中小学校,62
桃谷中学校,59
大宮中学校,58
聖賢小学校,56
清江小学校,46
摂陽中学校,53
今宮中学校,56
九条南小学校,51
茨田北小学校,51
南港中央公園,43
出来島小学校,41
少林寺,55
浜寺,60
三宝,54
若松台,51
石津,55
登美丘,60
深井,62
美原,42
金岡南,59
高石消防署高師浜出張所,47
豊中市千成,61
豊中市千里,59
豊中市役所,60
吹田市垂水,59
吹田市北消防署,63
吹田市高野台,63
東大阪市西保健センター,58
東大阪市六万寺,47
東大阪市環境衛生検査センター,46
楠葉,46
枚方市役所,56
王仁公園,48
高槻北,56
庄所,60
八尾市保健所,59
成田,
寝屋川市役所,46
