局名,ppb
西部コミュニティセンター,57
国設大阪,46
茨木市役所,57
高石中学校,53
池田市立南畑会館,61
大東市役所,75
府立修徳学院,70
貝塚市消防署,55
島本町役場,46
富田林市役所,86
南海団地,54
泉南市役所,58
緑ケ丘小学校,70
三日市公民館,80
藤井寺市役所,****
岸和田中央公園,58
佐野中学校,56
泉大津市役所,52
豊能町役場,64
此花区役所,46
平尾小学校,48
野中小学校,50
桃谷中学校,51
大宮中学校,55
聖賢小学校,55
清江小学校,50
摂陽中学校,44
今宮中学校,49
九条南小学校,45
茨田北小学校,61
南港中央公園,45
出来島小学校,23
少林寺,58
浜寺,56
三宝,48
若松台,73
石津,57
登美丘,67
深井,68
美原,58
金岡南,61
高石消防署高師浜出張所,47
豊中市千成,47
豊中市千里,57
豊中市役所,51
吹田市垂水,54
吹田市北消防署,67
吹田市高野台,64
東大阪市西保健センター,62
東大阪市六万寺,72
東大阪市環境衛生検査センター,****
楠葉,51
枚方市役所,61
王仁公園,46
高槻北,****
庄所,83
八尾市保健所,69
成田,
寝屋川市役所,67
