局名,ppb
西部コミュニティセンター,66
国設大阪,61
茨木市役所,55
高石中学校,70
池田市立南畑会館,58
大東市役所,67
府立修徳学院,66
貝塚市消防署,59
島本町役場,57
富田林市役所,78
南海団地,54
泉南市役所,57
緑ケ丘小学校,72
三日市公民館,75
藤井寺市役所,76
岸和田中央公園,66
佐野中学校,61
泉大津市役所,65
豊能町役場,54
此花区役所,68
平尾小学校,57
野中小学校,61
桃谷中学校,61
大宮中学校,66
聖賢小学校,65
清江小学校,65
摂陽中学校,64
今宮中学校,57
九条南小学校,61
茨田北小学校,66
南港中央公園,58
出来島小学校,47
少林寺,71
浜寺,71
三宝,64
若松台,74
石津,72
登美丘,75
深井,72
美原,56
金岡南,71
高石消防署高師浜出張所,65
豊中市千成,61
豊中市千里,54
豊中市役所,57
吹田市垂水,62
吹田市北消防署,62
吹田市高野台,63
東大阪市西保健センター,67
東大阪市六万寺,70
東大阪市環境衛生検査センター,66
楠葉,63
枚方市役所,62
王仁公園,55
高槻北,****
庄所,62
八尾市保健所,70
成田,
寝屋川市役所,60
