局名,ppb
西部コミュニティセンター,64
国設大阪,65
茨木市役所,55
高石中学校,65
池田市立南畑会館,63
大東市役所,73
府立修徳学院,61
貝塚市消防署,66
島本町役場,62
富田林市役所,68
南海団地,62
泉南市役所,69
緑ケ丘小学校,71
三日市公民館,61
藤井寺市役所,74
岸和田中央公園,67
佐野中学校,68
泉大津市役所,61
豊能町役場,62
此花区役所,70
平尾小学校,52
野中小学校,67
桃谷中学校,67
大宮中学校,66
聖賢小学校,64
清江小学校,62
摂陽中学校,67
今宮中学校,67
九条南小学校,65
茨田北小学校,68
南港中央公園,60
出来島小学校,55
少林寺,67
浜寺,70
三宝,67
若松台,74
石津,70
登美丘,75
深井,72
美原,56
金岡南,73
高石消防署高師浜出張所,61
豊中市千成,67
豊中市千里,62
豊中市役所,65
吹田市垂水,67
吹田市北消防署,66
吹田市高野台,66
東大阪市西保健センター,71
東大阪市六万寺,78
東大阪市環境衛生検査センター,70
楠葉,68
枚方市役所,69
王仁公園,71
高槻北,****
庄所,63
八尾市保健所,77
成田,
寝屋川市役所,64
