局名,ppb
西部コミュニティセンター,56
国設大阪,53
茨木市役所,54
高石中学校,47
池田市立南畑会館,51
大東市役所,44
府立修徳学院,48
貝塚市消防署,49
島本町役場,38
富田林市役所,68
南海団地,50
泉南市役所,59
緑ケ丘小学校,59
三日市公民館,70
藤井寺市役所,61
岸和田中央公園,51
佐野中学校,50
泉大津市役所,46
豊能町役場,55
此花区役所,46
平尾小学校,46
野中小学校,52
桃谷中学校,52
大宮中学校,57
聖賢小学校,55
清江小学校,47
摂陽中学校,52
今宮中学校,50
九条南小学校,47
茨田北小学校,61
南港中央公園,40
出来島小学校,39
少林寺,48
浜寺,50
三宝,47
若松台,62
石津,49
登美丘,60
深井,58
美原,44
金岡南,54
高石消防署高師浜出張所,43
豊中市千成,51
豊中市千里,50
豊中市役所,49
吹田市垂水,52
吹田市北消防署,57
吹田市高野台,56
東大阪市西保健センター,64
東大阪市六万寺,42
東大阪市環境衛生検査センター,56
楠葉,43
枚方市役所,50
王仁公園,37
高槻北,53
庄所,52
八尾市保健所,56
成田,
寝屋川市役所,47
