局名,ppb
西部コミュニティセンター,56
国設大阪,58
茨木市役所,55
高石中学校,55
池田市立南畑会館,56
大東市役所,53
府立修徳学院,46
貝塚市消防署,54
島本町役場,54
富田林市役所,55
南海団地,60
泉南市役所,63
緑ケ丘小学校,56
三日市公民館,52
藤井寺市役所,49
岸和田中央公園,58
佐野中学校,60
泉大津市役所,56
豊能町役場,48
此花区役所,57
平尾小学校,57
野中小学校,58
桃谷中学校,54
大宮中学校,57
聖賢小学校,56
清江小学校,56
摂陽中学校,55
今宮中学校,59
九条南小学校,57
茨田北小学校,57
南港中央公園,53
出来島小学校,53
少林寺,58
浜寺,60
三宝,61
若松台,56
石津,62
登美丘,54
深井,56
美原,37
金岡南,56
高石消防署高師浜出張所,55
豊中市千成,58
豊中市千里,52
豊中市役所,55
吹田市垂水,55
吹田市北消防署,56
吹田市高野台,57
東大阪市西保健センター,57
東大阪市六万寺,51
東大阪市環境衛生検査センター,54
楠葉,53
枚方市役所,58
王仁公園,55
高槻北,54
庄所,58
八尾市保健所,53
成田,
寝屋川市役所,52
