局名,ppb
西部コミュニティセンター,55
国設大阪,52
茨木市役所,50
高石中学校,53
池田市立南畑会館,62
大東市役所,58
府立修徳学院,55
貝塚市消防署,64
島本町役場,62
富田林市役所,62
南海団地,56
泉南市役所,59
緑ケ丘小学校,61
三日市公民館,55
藤井寺市役所,61
岸和田中央公園,63
佐野中学校,61
泉大津市役所,57
豊能町役場,62
此花区役所,51
平尾小学校,48
野中小学校,56
桃谷中学校,56
大宮中学校,56
聖賢小学校,60
清江小学校,51
摂陽中学校,49
今宮中学校,53
九条南小学校,47
茨田北小学校,56
南港中央公園,48
出来島小学校,27
少林寺,59
浜寺,59
三宝,50
若松台,61
石津,58
登美丘,62
深井,62
美原,49
金岡南,58
高石消防署高師浜出張所,50
豊中市千成,60
豊中市千里,57
豊中市役所,54
吹田市垂水,62
吹田市北消防署,61
吹田市高野台,62
東大阪市西保健センター,60
東大阪市六万寺,63
東大阪市環境衛生検査センター,58
楠葉,71
枚方市役所,70
王仁公園,68
高槻北,67
庄所,71
八尾市保健所,61
成田,
寝屋川市役所,62
