局名,ppb
西部コミュニティセンター,52
国設大阪,45
茨木市役所,46
高石中学校,47
池田市立南畑会館,52
大東市役所,55
府立修徳学院,51
貝塚市消防署,60
島本町役場,54
富田林市役所,60
南海団地,48
泉南市役所,55
緑ケ丘小学校,61
三日市公民館,48
藤井寺市役所,58
岸和田中央公園,65
佐野中学校,53
泉大津市役所,54
豊能町役場,40
此花区役所,53
平尾小学校,44
野中小学校,56
桃谷中学校,48
大宮中学校,54
聖賢小学校,58
清江小学校,52
摂陽中学校,52
今宮中学校,46
九条南小学校,43
茨田北小学校,55
南港中央公園,39
出来島小学校,31
少林寺,56
浜寺,55
三宝,47
若松台,59
石津,51
登美丘,59
深井,57
美原,46
金岡南,56
高石消防署高師浜出張所,41
豊中市千成,51
豊中市千里,50
豊中市役所,50
吹田市垂水,57
吹田市北消防署,54
吹田市高野台,56
東大阪市西保健センター,58
東大阪市六万寺,57
東大阪市環境衛生検査センター,54
楠葉,64
枚方市役所,59
王仁公園,59
高槻北,56
庄所,63
八尾市保健所,53
成田,
寝屋川市役所,57
