局名,ppb
西部コミュニティセンター,51
国設大阪,53
茨木市役所,42
高石中学校,61
池田市立南畑会館,45
大東市役所,44
府立修徳学院,67
貝塚市消防署,67
島本町役場,32
富田林市役所,74
南海団地,53
泉南市役所,66
緑ケ丘小学校,68
三日市公民館,58
藤井寺市役所,73
岸和田中央公園,67
佐野中学校,65
泉大津市役所,60
豊能町役場,43
此花区役所,51
平尾小学校,45
野中小学校,50
桃谷中学校,53
大宮中学校,55
聖賢小学校,61
清江小学校,55
摂陽中学校,60
今宮中学校,45
九条南小学校,51
茨田北小学校,50
南港中央公園,35
出来島小学校,23
少林寺,65
浜寺,62
三宝,56
若松台,69
石津,57
登美丘,70
深井,68
美原,55
金岡南,65
高石消防署高師浜出張所,48
豊中市千成,43
豊中市千里,40
豊中市役所,40
吹田市垂水,42
吹田市北消防署,42
吹田市高野台,40
東大阪市西保健センター,60
東大阪市六万寺,63
東大阪市環境衛生検査センター,58
楠葉,37
枚方市役所,39
王仁公園,37
高槻北,****
庄所,42
八尾市保健所,65
成田,
寝屋川市役所,37
