局名,ppb
西部コミュニティセンター,57
国設大阪,47
茨木市役所,51
高石中学校,****
池田市立南畑会館,67
大東市役所,57
府立修徳学院,53
貝塚市消防署,53
島本町役場,66
富田林市役所,58
南海団地,66
泉南市役所,66
緑ケ丘小学校,55
三日市公民館,56
藤井寺市役所,62
岸和田中央公園,61
佐野中学校,61
泉大津市役所,55
豊能町役場,63
此花区役所,48
平尾小学校,47
野中小学校,56
桃谷中学校,52
大宮中学校,58
聖賢小学校,53
清江小学校,40
摂陽中学校,47
今宮中学校,48
九条南小学校,45
茨田北小学校,52
南港中央公園,52
出来島小学校,32
少林寺,57
浜寺,59
三宝,52
若松台,60
石津,57
登美丘,60
深井,61
美原,47
金岡南,57
高石消防署高師浜出張所,46
豊中市千成,57
豊中市千里,58
豊中市役所,57
吹田市垂水,62
吹田市北消防署,67
吹田市高野台,65
東大阪市西保健センター,56
東大阪市六万寺,60
東大阪市環境衛生検査センター,55
楠葉,70
枚方市役所,69
王仁公園,67
高槻北,66
庄所,70
八尾市保健所,59
成田,
寝屋川市役所,61
