局名,ppb
西部コミュニティセンター,52
国設大阪,54
茨木市役所,47
高石中学校,46
池田市立南畑会館,50
大東市役所,53
府立修徳学院,51
貝塚市消防署,51
島本町役場,44
富田林市役所,65
南海団地,51
泉南市役所,53
緑ケ丘小学校,58
三日市公民館,62
藤井寺市役所,56
岸和田中央公園,55
佐野中学校,49
泉大津市役所,51
豊能町役場,50
此花区役所,47
平尾小学校,49
野中小学校,51
桃谷中学校,54
大宮中学校,57
聖賢小学校,56
清江小学校,50
摂陽中学校,52
今宮中学校,52
九条南小学校,49
茨田北小学校,58
南港中央公園,47
出来島小学校,35
少林寺,51
浜寺,53
三宝,49
若松台,62
石津,53
登美丘,60
深井,58
美原,44
金岡南,55
高石消防署高師浜出張所,43
豊中市千成,53
豊中市千里,46
豊中市役所,50
吹田市垂水,51
吹田市北消防署,51
吹田市高野台,51
東大阪市西保健センター,58
東大阪市六万寺,52
東大阪市環境衛生検査センター,53
楠葉,47
枚方市役所,51
王仁公園,48
高槻北,46
庄所,49
八尾市保健所,55
成田,
寝屋川市役所,47
