局名,ppb
西部コミュニティセンター,58
国設大阪,63
茨木市役所,59
高石中学校,64
池田市立南畑会館,69
大東市役所,56
府立修徳学院,****
貝塚市消防署,65
島本町役場,55
富田林市役所,58
南海団地,81
泉南市役所,70
緑ケ丘小学校,71
三日市公民館,60
藤井寺市役所,56
岸和田中央公園,73
佐野中学校,67
泉大津市役所,62
豊能町役場,58
此花区役所,65
平尾小学校,55
野中小学校,70
桃谷中学校,62
大宮中学校,67
聖賢小学校,63
清江小学校,47
摂陽中学校,58
今宮中学校,61
九条南小学校,57
茨田北小学校,59
南港中央公園,52
出来島小学校,41
少林寺,66
浜寺,70
三宝,58
若松台,69
石津,51
登美丘,64
深井,68
美原,46
金岡南,66
高石消防署高師浜出張所,56
豊中市千成,68
豊中市千里,60
豊中市役所,64
吹田市垂水,63
吹田市北消防署,67
吹田市高野台,66
東大阪市西保健センター,64
東大阪市六万寺,49
東大阪市環境衛生検査センター,57
楠葉,****
枚方市役所,59
王仁公園,50
高槻北,****
庄所,63
八尾市保健所,64
成田,
寝屋川市役所,51
