局名,ppb
西部コミュニティセンター,58
国設大阪,52
茨木市役所,57
高石中学校,52
池田市立南畑会館,65
大東市役所,60
府立修徳学院,57
貝塚市消防署,57
島本町役場,65
富田林市役所,62
南海団地,68
泉南市役所,65
緑ケ丘小学校,58
三日市公民館,55
藤井寺市役所,66
岸和田中央公園,63
佐野中学校,64
泉大津市役所,59
豊能町役場,71
此花区役所,47
平尾小学校,47
野中小学校,54
桃谷中学校,56
大宮中学校,59
聖賢小学校,58
清江小学校,40
摂陽中学校,42
今宮中学校,51
九条南小学校,45
茨田北小学校,57
南港中央公園,54
出来島小学校,35
少林寺,57
浜寺,61
三宝,49
若松台,61
石津,60
登美丘,62
深井,63
美原,50
金岡南,57
高石消防署高師浜出張所,52
豊中市千成,60
豊中市千里,59
豊中市役所,57
吹田市垂水,66
吹田市北消防署,67
吹田市高野台,68
東大阪市西保健センター,60
東大阪市六万寺,63
東大阪市環境衛生検査センター,59
楠葉,72
枚方市役所,71
王仁公園,68
高槻北,69
庄所,73
八尾市保健所,63
成田,
寝屋川市役所,63
