局名,ppb
西部コミュニティセンター,53
国設大阪,60
茨木市役所,50
高石中学校,43
池田市立南畑会館,57
大東市役所,47
府立修徳学院,39
貝塚市消防署,47
島本町役場,41
富田林市役所,57
南海団地,55
泉南市役所,53
緑ケ丘小学校,68
三日市公民館,59
藤井寺市役所,50
岸和田中央公園,52
佐野中学校,52
泉大津市役所,48
豊能町役場,48
此花区役所,46
平尾小学校,44
野中小学校,62
桃谷中学校,57
大宮中学校,57
聖賢小学校,59
清江小学校,45
摂陽中学校,58
今宮中学校,55
九条南小学校,51
茨田北小学校,53
南港中央公園,40
出来島小学校,38
少林寺,44
浜寺,50
三宝,46
若松台,69
石津,48
登美丘,62
深井,61
美原,43
金岡南,55
高石消防署高師浜出張所,43
豊中市千成,60
豊中市千里,52
豊中市役所,58
吹田市垂水,57
吹田市北消防署,53
吹田市高野台,52
東大阪市西保健センター,50
東大阪市六万寺,44
東大阪市環境衛生検査センター,46
楠葉,41
枚方市役所,47
王仁公園,39
高槻北,45
庄所,48
八尾市保健所,47
成田,
寝屋川市役所,44
