局名,ppb
西部コミュニティセンター,3
国設大阪,8
茨木市役所,7
高石中学校,6
池田市立南畑会館,21
大東市役所,8
府立修徳学院,15
貝塚市消防署,12
島本町役場,4
富田林市役所,10
南海団地,33
泉南市役所,23
緑ケ丘小学校,13
三日市公民館,9
藤井寺市役所,11
岸和田中央公園,12
佐野中学校,18
泉大津市役所,14
豊能町役場,4
此花区役所,****
平尾小学校,4
野中小学校,9
桃谷中学校,4
大宮中学校,****
聖賢小学校,****
清江小学校,9
摂陽中学校,****
今宮中学校,5
九条南小学校,****
茨田北小学校,****
南港中央公園,2
出来島小学校,8
少林寺,11
浜寺,12
三宝,9
若松台,23
石津,11
登美丘,14
深井,10
美原,8
金岡南,11
高石消防署高師浜出張所,5
豊中市千成,2
豊中市千里,19
豊中市役所,12
吹田市垂水,****
吹田市北消防署,11
吹田市高野台,5
東大阪市西保健センター,2
東大阪市六万寺,16
東大阪市環境衛生検査センター,1
楠葉,6
枚方市役所,2
王仁公園,6
高槻北,****
庄所,7
八尾市保健所,3
成田,
寝屋川市役所,5
