局名,ppb
西部コミュニティセンター,55
国設大阪,42
茨木市役所,52
高石中学校,50
池田市立南畑会館,57
大東市役所,57
府立修徳学院,61
貝塚市消防署,48
島本町役場,39
富田林市役所,71
南海団地,35
泉南市役所,45
緑ケ丘小学校,58
三日市公民館,70
藤井寺市役所,65
岸和田中央公園,53
佐野中学校,51
泉大津市役所,47
豊能町役場,53
此花区役所,38
平尾小学校,39
野中小学校,45
桃谷中学校,47
大宮中学校,49
聖賢小学校,49
清江小学校,44
摂陽中学校,43
今宮中学校,43
九条南小学校,37
茨田北小学校,50
南港中央公園,37
出来島小学校,26
少林寺,51
浜寺,50
三宝,42
若松台,63
石津,54
登美丘,60
深井,59
美原,48
金岡南,54
高石消防署高師浜出張所,42
豊中市千成,44
豊中市千里,44
豊中市役所,43
吹田市垂水,48
吹田市北消防署,59
吹田市高野台,57
東大阪市西保健センター,53
東大阪市六万寺,57
東大阪市環境衛生検査センター,51
楠葉,65
枚方市役所,69
王仁公園,51
高槻北,62
庄所,75
八尾市保健所,62
成田,
寝屋川市役所,59
