局名,ppb
西部コミュニティセンター,69
国設大阪,58
茨木市役所,51
高石中学校,66
池田市立南畑会館,70
大東市役所,73
府立修徳学院,79
貝塚市消防署,65
島本町役場,58
富田林市役所,88
南海団地,57
泉南市役所,61
緑ケ丘小学校,78
三日市公民館,83
藤井寺市役所,71
岸和田中央公園,70
佐野中学校,69
泉大津市役所,61
豊能町役場,44
此花区役所,62
平尾小学校,50
野中小学校,70
桃谷中学校,64
大宮中学校,****
聖賢小学校,70
清江小学校,62
摂陽中学校,42
今宮中学校,59
九条南小学校,57
茨田北小学校,63
南港中央公園,54
出来島小学校,27
少林寺,68
浜寺,66
三宝,63
若松台,82
石津,66
登美丘,79
深井,76
美原,61
金岡南,75
高石消防署高師浜出張所,55
豊中市千成,71
豊中市千里,62
豊中市役所,67
吹田市垂水,72
吹田市北消防署,64
吹田市高野台,66
東大阪市西保健センター,75
東大阪市六万寺,80
東大阪市環境衛生検査センター,78
楠葉,61
枚方市役所,68
王仁公園,66
高槻北,****
庄所,67
八尾市保健所,76
成田,
寝屋川市役所,60
