局名,ppb
西部コミュニティセンター,6
国設大阪,6
茨木市役所,12
高石中学校,12
池田市立南畑会館,29
大東市役所,16
府立修徳学院,19
貝塚市消防署,19
島本町役場,12
富田林市役所,18
南海団地,31
泉南市役所,27
緑ケ丘小学校,17
三日市公民館,15
藤井寺市役所,14
岸和田中央公園,19
佐野中学校,21
泉大津市役所,20
豊能町役場,6
此花区役所,****
平尾小学校,12
野中小学校,10
桃谷中学校,13
大宮中学校,****
聖賢小学校,****
清江小学校,16
摂陽中学校,****
今宮中学校,13
九条南小学校,****
茨田北小学校,****
南港中央公園,11
出来島小学校,14
少林寺,16
浜寺,18
三宝,16
若松台,25
石津,14
登美丘,20
深井,21
美原,13
金岡南,17
高石消防署高師浜出張所,13
豊中市千成,7
豊中市千里,****
豊中市役所,21
吹田市垂水,16
吹田市北消防署,20
吹田市高野台,****
東大阪市西保健センター,14
東大阪市六万寺,22
東大阪市環境衛生検査センター,6
楠葉,9
枚方市役所,5
王仁公園,10
高槻北,****
庄所,7
八尾市保健所,11
成田,
寝屋川市役所,9
