局名,ppb
西部コミュニティセンター,49
国設大阪,44
茨木市役所,50
高石中学校,50
池田市立南畑会館,53
大東市役所,56
府立修徳学院,52
貝塚市消防署,51
島本町役場,48
富田林市役所,60
南海団地,49
泉南市役所,54
緑ケ丘小学校,56
三日市公民館,52
藤井寺市役所,56
岸和田中央公園,51
佐野中学校,55
泉大津市役所,48
豊能町役場,50
此花区役所,42
平尾小学校,44
野中小学校,51
桃谷中学校,49
大宮中学校,52
聖賢小学校,49
清江小学校,45
摂陽中学校,52
今宮中学校,48
九条南小学校,47
茨田北小学校,56
南港中央公園,37
出来島小学校,34
少林寺,46
浜寺,56
三宝,46
若松台,61
石津,50
登美丘,61
深井,60
美原,45
金岡南,56
高石消防署高師浜出張所,37
豊中市千成,52
豊中市千里,47
豊中市役所,49
吹田市垂水,53
吹田市北消防署,54
吹田市高野台,51
東大阪市西保健センター,57
東大阪市六万寺,57
東大阪市環境衛生検査センター,51
楠葉,51
枚方市役所,55
王仁公園,53
高槻北,****
庄所,54
八尾市保健所,58
成田,
寝屋川市役所,50
