局名,ppb
西部コミュニティセンター,57
国設大阪,55
茨木市役所,49
高石中学校,56
池田市立南畑会館,53
大東市役所,61
府立修徳学院,55
貝塚市消防署,57
島本町役場,44
富田林市役所,69
南海団地,56
泉南市役所,61
緑ケ丘小学校,65
三日市公民館,67
藤井寺市役所,63
岸和田中央公園,62
佐野中学校,59
泉大津市役所,57
豊能町役場,50
此花区役所,51
平尾小学校,53
野中小学校,57
桃谷中学校,57
大宮中学校,59
聖賢小学校,57
清江小学校,56
摂陽中学校,55
今宮中学校,57
九条南小学校,46
茨田北小学校,62
南港中央公園,51
出来島小学校,41
少林寺,57
浜寺,58
三宝,55
若松台,64
石津,59
登美丘,64
深井,62
美原,51
金岡南,62
高石消防署高師浜出張所,47
豊中市千成,55
豊中市千里,49
豊中市役所,53
吹田市垂水,58
吹田市北消防署,56
吹田市高野台,58
東大阪市西保健センター,62
東大阪市六万寺,65
東大阪市環境衛生検査センター,61
楠葉,48
枚方市役所,54
王仁公園,49
高槻北,48
庄所,52
八尾市保健所,63
成田,
寝屋川市役所,53
