局名,ppb
西部コミュニティセンター,7
国設大阪,12
茨木市役所,9
高石中学校,14
池田市立南畑会館,27
大東市役所,15
府立修徳学院,14
貝塚市消防署,24
島本町役場,12
富田林市役所,15
南海団地,34
泉南市役所,27
緑ケ丘小学校,22
三日市公民館,15
藤井寺市役所,18
岸和田中央公園,16
佐野中学校,20
泉大津市役所,19
豊能町役場,9
此花区役所,****
平尾小学校,13
野中小学校,5
桃谷中学校,16
大宮中学校,****
聖賢小学校,****
清江小学校,15
摂陽中学校,****
今宮中学校,17
九条南小学校,****
茨田北小学校,****
南港中央公園,6
出来島小学校,15
少林寺,20
浜寺,20
三宝,14
若松台,20
石津,19
登美丘,24
深井,21
美原,10
金岡南,23
高石消防署高師浜出張所,17
豊中市千成,4
豊中市千里,4
豊中市役所,7
吹田市垂水,2
吹田市北消防署,11
吹田市高野台,3
東大阪市西保健センター,13
東大阪市六万寺,20
東大阪市環境衛生検査センター,5
楠葉,18
枚方市役所,8
王仁公園,16
高槻北,****
庄所,10
八尾市保健所,13
成田,
寝屋川市役所,2
