局名,ppb
西部コミュニティセンター,1
国設大阪,5
茨木市役所,1
高石中学校,9
池田市立南畑会館,2
大東市役所,1
府立修徳学院,14
貝塚市消防署,19
島本町役場,2
富田林市役所,9
南海団地,27
泉南市役所,25
緑ケ丘小学校,10
三日市公民館,10
藤井寺市役所,10
岸和田中央公園,7
佐野中学校,13
泉大津市役所,7
豊能町役場,11
此花区役所,1
平尾小学校,3
野中小学校,3
桃谷中学校,3
大宮中学校,2
聖賢小学校,2
清江小学校,5
摂陽中学校,7
今宮中学校,5
九条南小学校,1
茨田北小学校,4
南港中央公園,5
出来島小学校,2
少林寺,4
浜寺,1
三宝,6
若松台,17
石津,1
登美丘,12
深井,6
美原,5
金岡南,3
高石消防署高師浜出張所,5
豊中市千成,1
豊中市千里,4
豊中市役所,-1
吹田市垂水,1
吹田市北消防署,4
吹田市高野台,1
東大阪市西保健センター,3
東大阪市六万寺,11
東大阪市環境衛生検査センター,1
楠葉,2
枚方市役所,0
王仁公園,3
高槻北,****
庄所,0
八尾市保健所,0
成田,
寝屋川市役所,1
