局名,ppb
西部コミュニティセンター,2
国設大阪,2
茨木市役所,7
高石中学校,12
池田市立南畑会館,36
大東市役所,1
府立修徳学院,11
貝塚市消防署,26
島本町役場,4
富田林市役所,23
南海団地,47
泉南市役所,36
緑ケ丘小学校,29
三日市公民館,19
藤井寺市役所,8
岸和田中央公園,16
佐野中学校,20
泉大津市役所,20
豊能町役場,6
此花区役所,8
平尾小学校,5
野中小学校,9
桃谷中学校,4
大宮中学校,4
聖賢小学校,3
清江小学校,9
摂陽中学校,7
今宮中学校,10
九条南小学校,2
茨田北小学校,2
南港中央公園,2
出来島小学校,13
少林寺,7
浜寺,6
三宝,5
若松台,32
石津,3
登美丘,23
深井,12
美原,7
金岡南,9
高石消防署高師浜出張所,14
豊中市千成,9
豊中市千里,13
豊中市役所,17
吹田市垂水,10
吹田市北消防署,13
吹田市高野台,7
東大阪市西保健センター,2
東大阪市六万寺,15
東大阪市環境衛生検査センター,0
楠葉,2
枚方市役所,3
王仁公園,2
高槻北,****
庄所,4
八尾市保健所,0
成田,
寝屋川市役所,2
