局名,ppb
西部コミュニティセンター,3
国設大阪,1
茨木市役所,7
高石中学校,18
池田市立南畑会館,41
大東市役所,4
府立修徳学院,18
貝塚市消防署,25
島本町役場,10
富田林市役所,22
南海団地,41
泉南市役所,38
緑ケ丘小学校,24
三日市公民館,22
藤井寺市役所,19
岸和田中央公園,22
佐野中学校,29
泉大津市役所,25
豊能町役場,15
此花区役所,5
平尾小学校,9
野中小学校,16
桃谷中学校,8
大宮中学校,3
聖賢小学校,2
清江小学校,5
摂陽中学校,7
今宮中学校,3
九条南小学校,5
茨田北小学校,4
南港中央公園,17
出来島小学校,13
少林寺,3
浜寺,15
三宝,7
若松台,29
石津,7
登美丘,21
深井,11
美原,6
金岡南,12
高石消防署高師浜出張所,13
豊中市千成,2
豊中市千里,7
豊中市役所,3
吹田市垂水,11
吹田市北消防署,26
吹田市高野台,3
東大阪市西保健センター,9
東大阪市六万寺,15
東大阪市環境衛生検査センター,4
楠葉,8
枚方市役所,1
王仁公園,18
高槻北,****
庄所,3
八尾市保健所,12
成田,
寝屋川市役所,1
