局名,ppb
西部コミュニティセンター,48
国設大阪,48
茨木市役所,51
高石中学校,37
池田市立南畑会館,50
大東市役所,53
府立修徳学院,45
貝塚市消防署,48
島本町役場,47
富田林市役所,54
南海団地,45
泉南市役所,50
緑ケ丘小学校,55
三日市公民館,48
藤井寺市役所,53
岸和田中央公園,49
佐野中学校,48
泉大津市役所,40
豊能町役場,50
此花区役所,43
平尾小学校,49
野中小学校,50
桃谷中学校,52
大宮中学校,51
聖賢小学校,51
清江小学校,50
摂陽中学校,52
今宮中学校,51
九条南小学校,47
茨田北小学校,56
南港中央公園,41
出来島小学校,43
少林寺,50
浜寺,44
三宝,51
若松台,56
石津,43
登美丘,58
深井,58
美原,45
金岡南,55
高石消防署高師浜出張所,35
豊中市千成,51
豊中市千里,44
豊中市役所,48
吹田市垂水,52
吹田市北消防署,52
吹田市高野台,51
東大阪市西保健センター,54
東大阪市六万寺,47
東大阪市環境衛生検査センター,48
楠葉,48
枚方市役所,****
王仁公園,48
高槻北,****
庄所,53
八尾市保健所,51
成田,
寝屋川市役所,48
