局名,ppb
西部コミュニティセンター,2
国設大阪,15
茨木市役所,18
高石中学校,19
池田市立南畑会館,24
大東市役所,16
府立修徳学院,16
貝塚市消防署,19
島本町役場,10
富田林市役所,23
南海団地,33
泉南市役所,28
緑ケ丘小学校,19
三日市公民館,18
藤井寺市役所,19
岸和田中央公園,18
佐野中学校,19
泉大津市役所,20
豊能町役場,13
此花区役所,4
平尾小学校,16
野中小学校,3
桃谷中学校,19
大宮中学校,2
聖賢小学校,13
清江小学校,****
摂陽中学校,18
今宮中学校,****
九条南小学校,2
茨田北小学校,4
南港中央公園,****
出来島小学校,****
少林寺,9
浜寺,21
三宝,11
若松台,25
石津,15
登美丘,26
深井,20
美原,14
金岡南,16
高石消防署高師浜出張所,15
豊中市千成,2
豊中市千里,10
豊中市役所,5
吹田市垂水,14
吹田市北消防署,11
吹田市高野台,3
東大阪市西保健センター,14
東大阪市六万寺,17
東大阪市環境衛生検査センター,8
楠葉,4
枚方市役所,3
王仁公園,14
高槻北,****
庄所,9
八尾市保健所,8
成田,
寝屋川市役所,1
